Layer,Name,GEOID,Population,CZA_2023,CZB_2023,CZD_2023,CZH_2023,CZL_2023,CZM_2023,CZO_2023,CZP_2023,CZR_2023,CZS_2023,CZT_2023,CZU_2012-2016,CZV_2023,SVI_2022,CAR_2018-2022,CHAOVXP_2018-2022,EKR_2022,EKW_2022,EVC_2018,EVF_2018,EVR_2018,HTJ_2018-2022,HUO_2018-2022,RBS_2018-2022,RBU_2018-2022,TRF_2020,TRV_2018-2022,VAC_2018-2022,CHAIXYP_2023,PMC_2020,FAI_2022,LFA_2019,WWW_2018-2022
,,,,"Aggravated assault/battery (crimes), 2023","Burglary (crimes), 2023","Drug abuse (crimes), 2023","Homicide (crimes), 2023","Larceny (theft) (crimes), 2023","Major crime (crimes), 2023","Arson (crimes), 2023","Property crime (crimes), 2023","Robbery (crimes), 2023","Criminal sexual assault (crimes), 2023","Motor vehicle theft (crimes), 2023","Public crime (crimes), 2012-2016","Violent crime (crimes), 2023","Social Vulnerability Index (percentile), 2022","Drive alone to work (% of workers 16 years and older), 2018-2022","Households (count of households), 2018-2022","Proximity to roads, railways, and airports index, 2022","Walkability Index, 2022","Evictions (evictions), 2018","Eviction filing rate (filings per 100 renter-occupied households), 2018","Eviction rate (% of renter-occupied households), 2018","Crowded housing (% of occupied housing units), 2018-2022","Owner occupied (% of occupied housing units), 2018-2022","Severely rent-burdened (% of renter-occupied housing units), 2018-2022","Rent-burdened (% of renter-occupied housing units), 2018-2022","Traffic intensity (distance-weighted vehicles), 2020","Mean travel time to work (minutes), 2018-2022","Vacant (% of housing units), 2018-2022","Chicago Environmental Justice Index (score), 2023","Particulate matter (PM 2.5) concentration (µg/m3), 2020","Food insecurity (% of residents), 2022","Low food access (% of residents), 2019","Internet access (% of households), 2018-2022"
Census tract,Tract 509,17031050900,1426,5.0,1.0,0.0,0.0,20.0,39.0,0.0,32.0,1.0,1.0,11.0,2.0,7.0,5.779999999999999,52.24071702944942,608.0,63.0,15.83,,,,0.0,41.94078947368421,11.3314447592068,22.096317280453256,338.3632725,36.1,13.142857142857142,13.53,8.987227322,7.5,0.0,97.03947368421052
Census tract,Tract 510,17031051000,1538,3.0,3.0,0.0,0.0,28.0,39.0,1.0,36.0,0.0,0.0,4.0,5.0,3.0,4.63,48.45070422535211,718.0,78.0,17.83,,,,0.0,64.34540389972145,7.03125,21.484375,460.2660202,32.9,7.712082262210797,14.41,9.006136885,5.6000000000000005,0.0,97.35376044568244
Census tract,Tract 511,17031051100,1599,1.0,3.0,0.0,0.0,19.0,31.0,0.0,29.0,1.0,0.0,7.0,5.0,2.0,10.27,46.6079295154185,727.0,67.0,17.67,1.0,0.73,0.36,0.6877579092159559,55.02063273727648,21.406727828746178,27.522935779816518,118.1082457,34.6,11.98547215496368,11.0,8.989828962,8.9,73.96,96.9738651994498
Census tract,Tract 512,17031051200,1581,0.0,2.0,0.0,0.0,26.0,46.0,0.0,41.0,3.0,2.0,13.0,7.0,5.0,9.79,32.07941483803553,637.0,49.0,16.5,0.0,0.32,0.0,0.0,41.60125588697017,18.27956989247312,21.50537634408602,100.12280454875396,37.2,4.354354354354354,3.54,8.986029235,10.0,56.49,96.7032967032967
Census tract,Tract 513,17031051300,2907,1.0,10.0,0.0,0.0,17.0,40.0,0.0,34.0,4.0,1.0,7.0,4.0,6.0,6.819999999999999,50.17482517482518,1072.0,73.9925569263112,16.08,0.0,0.34,0.0,0.0,78.26492537313433,24.892703862660944,36.48068669527897,66.0833983954902,29.6,4.114490161001789,8.47,9.010039617,5.800000000000001,28.03,98.78731343283582
Census tract,Tract 514,17031051400,2492,7.0,3.0,1.0,0.0,45.0,74.0,0.0,65.0,1.0,1.0,17.0,7.0,9.0,25.26,39.85165205664194,1029.0,78.0,15.42,1.0,0.58,0.29,0.9718172983479106,61.80758017492711,11.959287531806616,25.44529262086514,83.9777598991814,34.3,13.674496644295305,21.37,9.017906011,9.5,57.1,96.50145772594752
Census tract,Tract 601,17031060100,2830,3.0,2.0,0.0,0.0,34.0,58.0,0.0,52.0,3.0,0.0,16.0,3.0,6.0,19.7,41.01239669421488,1273.0,56.0,15.17,1.0,0.16,0.16,3.1421838177533385,60.094265514532594,19.291338582677163,45.07874015748031,277.2448496026855,32.9,6.534508076358296,5.56,8.897418033,6.6000000000000005,23.26,97.95758051846032
Census tract,Tract 602,17031060200,2313,1.0,8.0,0.0,0.0,29.0,53.0,0.0,49.0,2.0,1.0,12.0,2.0,4.0,24.77,29.318651066758434,1140.0,37.0,14.75,5.0,0.77,0.64,4.824561403508771,37.19298245614035,12.70949720670391,31.70391061452514,337.7569977193255,34.4,3.634826711749789,6.32,8.908392623,11.3,60.16,98.24561403508773
Census tract,Tract 603,17031060300,3076,1.0,6.0,0.0,0.0,29.0,52.0,0.0,46.0,3.0,2.0,11.0,6.0,6.0,3.68,25.04258943781942,1181.0,37.0,17.08,1.0,0.15,0.15,0.4233700254022015,44.62320067739204,10.091743119266056,15.902140672782874,377.06408300286085,36.6,5.368589743589744,5.82,8.938123224,9.4,0.0,97.7138018628281
Census tract,Tract 604,17031060400,3709,1.0,7.0,1.0,0.0,60.0,93.0,0.0,80.0,12.0,0.0,13.0,17.0,13.0,9.48,26.65842604037907,1613.0,48.0,16.33,,,,3.09981401115933,51.27092374457533,8.269720101781171,27.989821882951656,329.0732192553788,35.8,5.005889281507656,2.28,8.922940437,7.9,0.0,98.76007439553626
Census tract,Tract 605,17031060500,1374,7.0,1.0,0.0,0.0,15.0,36.0,0.0,26.0,3.0,0.0,10.0,3.0,10.0,77.66999999999999,27.001569858712717,695.0,78.0,16.5,,,,1.1510791366906474,23.884892086330936,17.391304347826086,33.83742911153119,109.6740189,31.2,9.15032679738562,30.72,8.903065847,20.7,0.0,69.35251798561151
Census tract,Tract 608,17031060800,5295,7.0,7.0,1.0,0.0,46.0,80.0,0.0,69.0,2.0,2.0,16.0,9.0,11.0,29.0,22.11105552776388,3598.0,78.0,13.11,6.0,0.99,0.37,2.195664257921067,44.3301834352418,16.475287069395904,32.6510234648028,2074.1649166793204,35.6,6.763410209898938,7.59,8.859336066,11.5,0.0,98.9160644802668
Census tract,Tract 609,17031060900,7104,12.0,15.0,1.0,0.0,244.0,309.0,0.0,284.0,10.0,3.0,25.0,20.0,25.0,34.64,26.991508289526887,4795.0,78.0,12.17,2.0,0.9,0.07,2.314911366006257,42.6903023983316,11.390101892285298,38.027656477438136,1636.8033782734235,39.6,7.091648905250921,9.86,8.871178962,12.7,0.0,95.4118873826903
Census tract,Tract 610,17031061000,2279,14.0,5.0,4.0,0.0,59.0,100.0,0.0,73.0,8.0,5.0,9.0,7.0,27.0,8.81,28.28685258964144,1109.0,78.0,15.67,2.0,0.38,0.25,0.0,28.584310189359783,25.75757575757576,35.47979797979798,127.64102,40.4,7.966804979253111,5.18,8.898313661,,0.0,100.0
Census tract,Tract 611,17031061100,1367,11.0,5.0,1.0,0.0,96.0,133.0,0.0,113.0,7.0,2.0,12.0,12.0,20.0,4.8,21.031096563011456,724.0,78.0,15.5,0.0,0.26,0.0,0.0,29.41988950276243,11.545988258317024,33.07240704500978,33.02571818,37.4,8.816120906801007,0.63,8.915906831,,0.0,100.0
Census tract,Tract 612,17031061200,1932,0.0,6.0,0.0,0.0,21.0,34.0,0.0,34.0,0.0,0.0,7.0,5.0,0.0,12.509999999999998,24.820846905537454,869.0,75.0,15.83,1.0,0.43,0.22,0.5753739930955121,38.89528193325661,19.02071563088512,40.67796610169492,40.75172631,33.2,9.195402298850574,0.88,8.923820219,8.1,0.0,96.77790563866512
Census tract,Tract 615,17031061500,1797,1.0,4.0,0.0,0.0,25.0,39.0,0.0,38.0,0.0,0.0,9.0,8.0,1.0,4.21,32.6797385620915,894.0,66.0,16.83,,,,1.006711409395973,38.25503355704698,12.13768115942029,25.36231884057971,33.96380234,38.5,7.929969104016478,0.25,8.939458743,8.3,0.0,97.53914988814316
Census tract,Tract 618,17031061800,1051,2.0,0.0,0.0,0.0,30.0,44.0,0.0,33.0,7.0,2.0,3.0,2.0,11.0,41.13,16.969696969696972,735.0,78.0,15.0,2.0,0.89,0.36,1.6326530612244898,18.775510204081638,18.425460636515915,49.91624790619765,576.256864,34.8,5.161290322580645,11.88,8.894324044,16.0,0.0,100.0
Census tract,Tract 619.01,17031061901,3625,5.0,4.0,1.0,0.0,95.0,128.0,0.0,118.0,3.0,2.0,19.0,11.0,10.0,44.71,16.597125637459435,2593.0,78.0,13.25,3.0,0.71,0.19,2.81527188584651,22.36791361357501,15.201192250372578,47.590660705414805,1083.6632357412411,37.4,3.6775631500742954,22.0,8.905875683,18.2,0.0,93.48245275742384
Census tract,Tract 619.02,17031061902,4665,3.0,7.0,0.0,0.0,55.0,78.0,0.0,72.0,2.0,1.0,10.0,2.0,6.0,26.08,25.133521834747093,2916.0,77.00289397588563,12.0,5.0,0.66,0.25,0.5486968449931412,30.932784636488343,29.14597815292949,43.69414101290963,2371.006399867524,31.9,6.147409076279369,19.97,8.884901913,11.4,0.0,97.8395061728395
Census tract,Tract 620,17031062000,2843,4.0,9.0,1.0,0.0,68.0,104.0,0.0,91.0,7.0,2.0,14.0,18.0,13.0,3.5900000000000003,16.82712431979908,1644.0,78.0,14.5,3.0,0.54,0.27,0.0,27.91970802919708,22.70042194092827,44.219409282700425,187.1006452769257,33.8,6.802721088435375,1.64,8.921380328,,0.0,98.96593673965936
Census tract,Tract 621,17031062100,3817,22.0,16.0,4.0,0.0,345.0,442.0,1.0,398.0,17.0,5.0,36.0,23.0,44.0,7.55,14.722499169159189,2009.0,78.0,15.110000000000001,3.0,0.56,0.24,0.9457441513190642,28.17322050771528,15.107415107415106,31.947331947331943,138.17241126194395,33.2,3.040540540540541,5.31,8.922010656,10.9,0.0,97.51119960179192
Census tract,Tract 622,17031062200,3244,8.0,12.0,0.0,0.0,108.0,164.0,0.0,148.0,8.0,0.0,28.0,34.0,16.0,9.01,28.850628199162404,1274.0,78.0,15.08,,,,3.453689167974882,58.86970172684458,16.412213740458014,27.480916030534356,73.21096501644881,31.8,3.557910673732021,4.68,8.937470492,8.9,0.0,98.19466248037678
Census tract,Tract 623,17031062300,1667,1.0,2.0,0.0,0.0,13.0,26.0,0.0,22.0,3.0,0.0,7.0,5.0,4.0,1.1,24.15506958250497,609.0,56.0,17.0,,,,0.0,58.94909688013136,9.6,22.4,96.75977348,34.0,12.625538020086085,0.51,8.950578962,4.8,0.0,98.85057471264368
Census tract,Tract 624,17031062400,1673,0.0,5.0,0.0,0.0,81.0,101.0,1.0,97.0,4.0,0.0,10.0,3.0,4.0,11.45,20.756376429199648,762.0,37.0,18.0,0.0,0.32,0.0,0.0,65.48556430446195,16.34980988593156,32.31939163498099,275.9578089,29.6,3.4220532319391634,7.46,8.9627,8.6,0.0,95.40682414698163
Census tract,Tract 625,17031062500,1675,3.0,4.0,1.0,1.0,37.0,50.0,0.0,41.0,5.0,0.0,0.0,6.0,9.0,12.09,29.38295788442703,681.0,37.0,19.67,1.0,2.9900000000000007,0.3,0.0,66.07929515418502,22.07792207792208,49.35064935064935,320.6789348,33.7,11.901681759379043,10.11,8.97318306,11.5,0.0,92.3641703377386
Census tract,Tract 626,17031062600,2477,2.0,4.0,0.0,0.0,20.0,33.0,1.0,31.0,0.0,0.0,6.0,3.0,2.0,10.11,41.73461823573017,934.0,64.0,18.5,0.0,0.58,0.0,0.8565310492505354,68.62955032119913,19.79522184300341,41.979522184300336,269.5088367,31.2,2.708333333333333,7.96,8.99700847,6.0,0.0,100.0
Census tract,Tract 627,17031062700,2955,5.0,11.0,0.0,0.0,63.0,101.0,0.0,90.0,5.0,1.0,16.0,13.0,11.0,8.57,36.1003861003861,1331.0,53.0,17.94,1.0,0.2,0.2,0.67618332081142,45.52967693463561,12.96551724137931,39.03448275862069,307.2684648869036,34.3,5.064194008559201,5.06,8.982294809,10.3,0.0,99.02329075882795
Census tract,Tract 628,17031062800,3851,1.0,12.0,0.0,0.0,29.0,58.0,0.0,55.0,2.0,0.0,14.0,12.0,3.0,1.4500000000000002,30.719451846212408,1504.0,47.0,15.94,0.0,0.26,0.0,0.0,48.93617021276596,8.984375,27.604166666666668,75.44152221792781,30.4,9.832134292565948,0.38,8.973192896,6.9,0.0,99.46808510638296
Census tract,Tract 629,17031062900,4125,3.0,3.0,0.0,0.0,57.0,87.0,0.0,81.0,3.0,0.0,21.0,24.0,6.0,3.93,28.84231536926148,1901.0,66.0,16.28,4.0,0.77,0.39,1.1046817464492371,47.29089952656496,16.067864271457086,29.241516966067863,64.29209683795393,30.4,4.37625754527163,1.52,8.960161475,7.399999999999999,52.33,98.05365597054184
Census tract,Tract 630,17031063000,3417,11.0,9.0,3.0,0.0,191.0,273.0,0.0,239.0,10.0,13.0,39.0,18.0,34.0,16.32,15.653621981681932,1836.0,78.0,14.72,2.0,0.36,0.18,0.4357298474945534,34.47712418300654,24.93765586034913,38.071487946799664,120.93357223254608,29.6,8.200000000000001,2.02,8.957123224,11.4,18.82,96.67755991285402
Census tract,Tract 631,17031063100,2376,1.0,1.0,0.0,0.0,61.0,79.0,0.0,72.0,6.0,0.0,10.0,8.0,7.0,4.52,12.077043206663197,1386.0,78.0,17.25,3.0,0.43000000000000005,0.33,0.0,25.32467532467532,15.65217391304348,27.246376811594203,181.34196593333328,37.0,1.422475106685633,1.26,8.931353279,10.6,0.0,96.89754689754687
Census tract,Tract 632,17031063200,6900,3.0,5.0,1.0,0.0,133.0,185.0,0.0,176.0,4.0,2.0,38.0,7.0,9.0,16.56,27.102803738317757,4413.0,72.0,13.08,4.0,0.44,0.15,0.7477906186267845,32.63086335825969,12.34443323242516,44.164143962327614,1094.1871158516956,31.4,6.918371651550307,7.71,8.898784973,9.4,0.0,97.71130750056652
Census tract,Tract 633.01,17031063301,2833,1.0,9.0,0.0,1.0,34.0,70.0,0.0,64.0,3.0,1.0,21.0,3.0,6.0,43.66,14.330874604847208,2032.0,78.0,12.61,3.0,0.52,0.19,2.65748031496063,12.35236220472441,12.633352049410442,42.67265581134194,16.780771556452525,30.8,5.532310553231056,15.8,8.939515027,18.0,0.0,89.81299212598425
Census tract,Tract 633.02,17031063302,4577,3.0,4.0,0.0,0.0,54.0,86.0,0.0,78.0,4.0,1.0,20.0,5.0,8.0,18.88,24.022346368715084,2769.0,78.0,9.829999999999998,5.0,0.8500000000000001,0.27,4.622607439508848,26.832791621524017,12.043435340572556,30.20730503455084,364.7527858808608,34.4,12.011439466158246,9.61,8.938044809,11.7,0.0,100.0
Census tract,Tract 633.03,17031063303,1274,0.0,2.0,0.0,0.0,29.0,39.0,0.0,37.0,0.0,2.0,6.0,0.0,2.0,43.580000000000005,31.69934640522876,866.0,67.0,16.33,1.0,0.39,0.19,3.233256351039261,51.03926096997691,45.04716981132076,51.65094339622641,672.7286685023548,27.9,16.89059500959693,22.76,8.926401639,15.8,0.0,92.26327944572748
Census tract,Tract 634,17031063400,2417,1.0,4.0,3.0,0.0,90.0,130.0,0.0,116.0,11.0,2.0,22.0,7.0,14.0,9.32,17.0479302832244,1334.0,78.0,15.75,1.0,0.51,0.13,0.5997001499250375,16.4167916041979,13.094170403587444,34.26008968609865,68.01383292369053,32.9,5.923836389280677,2.65,8.947098087,10.2,0.0,98.57571214392804
Census tract,Tract 701.01,17031070101,4171,5.0,4.0,0.0,0.0,107.0,156.0,1.0,142.0,6.0,3.0,30.0,5.0,14.0,14.57,24.199655765920827,2689.0,69.0,12.83,2.0,0.37,0.12,0.0,36.25883227965787,14.11901983663944,30.80513418903151,87.92659923338766,38.7,4.3060498220640575,14.16,8.930204372,11.6,0.0,97.61993306061731
Census tract,Tract 701.02,17031070102,3063,5.0,5.0,1.0,0.0,156.0,177.0,0.0,168.0,4.0,0.0,7.0,5.0,9.0,27.74,21.27377266696152,1902.0,78.0,16.11,8.0,0.99,0.56,2.471083070452156,37.32912723449001,20.0503355704698,41.77852348993289,28.05674422646099,34.3,11.534883720930232,1.01,8.958182514,7.9,0.0,97.0031545741325
Census tract,Tract 701.03,17031070103,1845,0.0,3.0,0.0,0.0,53.0,72.0,0.0,64.0,8.0,0.0,8.0,2.0,8.0,3.77,12.749003984063744,1129.0,78.0,15.75,0.0,0.09,0.0,0.0,6.200177147918512,13.59773371104816,35.41076487252124,174.5950415801626,37.5,8.582995951417004,3.67,8.978218579,13.5,0.0,94.86271036315324
Census tract,Tract 702,17031070200,4200,4.0,7.0,1.0,0.0,158.0,192.0,1.0,183.0,2.0,3.0,17.0,14.0,9.0,18.61,27.87219578518015,2107.0,78.0,15.44,6.0,0.8700000000000001,0.47000000000000003,0.5695301376364499,34.266729947793074,10.830324909747292,26.7870036101083,143.76653824058573,32.8,9.22016372253339,5.44,8.971977322,11.4,0.0,98.14902705268152
Census tract,Tract 703,17031070300,4349,0.0,15.0,0.0,0.0,76.0,119.0,1.0,114.0,4.0,1.0,22.0,11.0,5.0,7.07,21.29594543387647,1667.0,66.0,17.67,2.0,0.71,0.2,0.8998200359928014,44.15116976604679,17.61546723952739,31.149301825993557,143.08188874411127,28.5,8.75752599890531,2.15,8.980243169,7.7,0.0,100.0
Census tract,Tract 704,17031070400,3250,2.0,9.0,0.0,0.0,38.0,71.0,0.0,63.0,6.0,0.0,16.0,12.0,8.0,10.0,27.45779543197617,1457.0,58.0,15.94,1.0,0.46,0.12,1.4413177762525735,50.92656142759095,20.83916083916084,38.6013986013986,44.40284501126769,30.9,8.307111390811832,12.26,8.998187705,7.6,0.0,83.73369938229239
Census tract,Tract 705,17031070500,3322,1.0,6.0,0.0,0.0,38.0,58.0,0.0,55.0,2.0,0.0,11.0,8.0,3.0,15.45,34.22131147540984,1266.0,68.0,15.33,0.0,0.58,0.0,0.0,58.68878357030016,44.93307839388145,47.60994263862332,65.66652624531005,30.2,10.970464135021098,13.02,9.003665301,5.2,44.01,90.75829383886256
Census tract,Tract 706,17031070600,3449,0.0,13.0,0.0,0.0,22.0,48.0,0.0,47.0,1.0,0.0,12.0,20.0,1.0,2.89,39.66480446927375,1201.0,78.0,15.67,1.0,0.25,0.25,0.5828476269775187,62.53122398001665,16.88888888888889,21.55555555555556,289.81247620234853,33.4,12.014652014652016,4.3,9.017117213,5.9,35.31,97.83513738551208
Census tract,Tract 707,17031070700,3699,13.0,15.0,0.0,0.0,87.0,150.0,1.0,129.0,8.0,0.0,26.0,22.0,21.0,16.12,43.54275741710297,1692.0,78.0,17.0,5.0,1.86,0.62,0.0,56.26477541371159,4.324324324324325,23.37837837837838,297.00619534963505,36.8,24.497991967871485,17.45,9.035050273,7.1,0.0,84.75177304964538
Census tract,Tract 710,17031071000,4357,5.0,12.0,1.0,0.0,46.0,84.0,0.0,72.0,7.0,0.0,14.0,12.0,12.0,18.22,17.032442748091604,996.0,78.0,16.0,0.0,0.19,0.0,1.4056224899598393,48.493975903614455,22.22222222222222,30.60428849902534,76.32382015910032,23.2,2.2571148184494603,12.9,9.020637432,10.7,0.0,97.69076305220884
Census tract,Tract 711,17031071100,3091,7.0,8.0,0.0,0.0,75.0,124.0,0.0,97.0,18.0,2.0,14.0,17.0,27.0,7.6,12.505705157462346,1091.0,76.0,16.92,0.0,0.18,0.0,0.916590284142988,45.09624197983501,6.176961602671119,14.02337228714524,143.4544389088774,27.6,18.277153558052436,6.19,9.01681776,7.1,0.0,96.88359303391384
Census tract,Tract 712,17031071200,2973,5.0,20.0,0.0,0.0,78.0,128.0,1.0,107.0,16.0,0.0,8.0,17.0,21.0,15.56,23.624358033749083,1118.0,78.0,17.17,1.0,0.7,0.23000000000000004,0.0,51.61001788908766,21.81146025878004,45.84103512014787,262.4758933683148,32.4,9.838709677419356,16.31,9.008510655737712,13.3,0.0,98.65831842576029
Census tract,Tract 713,17031071300,3893,2.0,17.0,1.0,0.0,84.0,134.0,0.0,122.0,9.0,1.0,21.0,11.0,12.0,20.32,29.085342518178336,2152.0,78.0,16.08,2.0,0.72,0.21,1.0223048327137547,52.04460966542751,16.86046511627907,24.8062015503876,76.21554354932957,30.4,4.355555555555555,3.79,8.997821585,12.0,0.0,98.7918215613383
Census tract,Tract 714,17031071400,4962,4.0,10.0,1.0,0.0,74.0,131.0,0.0,118.0,4.0,5.0,34.0,14.0,13.0,20.77,28.679722046746686,2951.0,73.0,16.5,2.0,0.7100000000000001,0.13,0.2710945442222975,46.391053880040666,23.26169405815424,50.25284450063211,201.65454944607217,34.2,9.727745487916795,10.62,8.963944809,13.2,0.0,98.74618773297186
Census tract,Tract 715,17031071500,6282,11.0,16.0,5.0,0.0,147.0,228.0,0.0,206.0,10.0,1.0,43.0,16.0,22.0,9.67,24.297284421152927,3678.0,78.0,16.06,4.0,0.54,0.16000000000000003,2.3382272974442637,32.65361609570419,13.2821962050868,28.54259184497376,207.935080209731,29.5,14.345598509548209,5.94,8.991024044,10.2,0.0,96.35671560630776
Census tract,Tract 716,17031071600,1793,1.0,3.0,0.0,0.0,23.0,34.0,0.0,32.0,1.0,0.0,6.0,4.0,2.0,2.5700000000000003,23.6,742.0,78.0,17.0,,,,0.0,65.76819407008087,10.62992125984252,41.33858267716536,30.42248127,25.2,8.054522924411401,8.34,9.020672404,6.9,0.0,90.56603773584906
Census tract,Tract 717,17031071700,1660,1.0,3.0,0.0,0.0,30.0,45.0,0.0,42.0,2.0,0.0,9.0,13.0,3.0,25.34,33.6764705882353,585.0,78.0,15.08,1.0,0.77,0.38,0.8547008547008548,63.931623931623925,7.582938388625592,44.07582938388626,164.7848694604458,24.7,16.666666666666664,12.77,9.034788798,8.9,0.0,98.29059829059828
Census tract,Tract 718,17031071800,2652,4.0,10.0,1.0,0.0,50.0,88.0,0.0,79.0,4.0,1.0,19.0,8.0,9.0,7.24,44.65174129353234,1083.0,78.0,15.92,4.0,1.99,1.0,0.7386888273314866,64.54293628808865,7.291666666666667,28.64583333333333,203.50081036266965,26.3,3.98936170212766,15.3,9.038218579,5.9,0.0,94.55216989843028
Census tract,Tract 801,17031080100,6388,1.0,2.0,0.0,0.0,54.0,79.0,0.0,68.0,9.0,1.0,12.0,6.0,11.0,11.46,26.20909354184767,4209.0,78.0,12.93,5.0,0.71,0.25,0.0,55.26253266809218,12.692511949017526,42.06054168879448,3144.6214431537246,27.5,14.952515659729237,20.99,9.025229235,11.4,0.0,99.57234497505348
Census tract,Tract 802.01,17031080201,3375,3.0,1.0,0.0,0.0,30.0,44.0,0.0,41.0,0.0,0.0,10.0,5.0,3.0,9.0,25.7945647167204,2330.0,78.0,13.78,6.0,1.45,0.62,0.0,61.587982832618025,7.486033519553073,21.11731843575419,941.6754459088592,28.9,11.875945537065052,17.19,9.026634973,10.6,0.0,99.27038626609442
Census tract,Tract 802.02,17031080202,4225,11.0,6.0,4.0,0.0,108.0,147.0,0.0,121.0,12.0,3.0,7.0,13.0,26.0,15.72,17.73049645390071,2649.0,78.0,16.33,4.0,0.8400000000000001,0.37,0.0,46.998867497168746,17.735042735042736,34.61538461538461,710.991294104781,27.8,8.718125430737423,21.62,9.034814207650268,10.8,0.0,97.09324273310683
Census tract,Tract 803,17031080300,5499,19.0,8.0,2.0,0.0,152.0,229.0,2.0,196.0,10.0,4.0,34.0,22.0,33.0,11.58,25.72339940760993,3063.0,78.0,16.08,2.0,0.95,0.16,2.840352595494613,44.596800522363694,18.621096051856217,32.52799057159694,230.483292365721,27.9,9.938253454866215,4.55,9.045495628,9.3,0.0,96.70257917074764
Census tract,Tract 804,17031080400,4569,19.0,4.0,3.0,0.0,50.0,114.0,0.0,82.0,10.0,3.0,28.0,33.997297000118934,32.0,72.09,21.77777777777777,2110.0,78.0,15.11,19.99691082,5.629999999999999,1.56,3.459715639810427,39.90521327014218,33.753943217665615,39.66876971608833,153.19686128384768,35.3,3.5648994515539303,49.81,9.056471311475407,,0.0,81.4691943127962
Census tract,Tract 810,17031081000,8746,13.0,14.0,19.0,0.0,180.0,249.0,0.0,223.0,11.0,2.0,29.0,35.0,26.0,56.940000000000005,10.97928103417744,5052.0,78.0,16.5,18.0,1.7899999999999998,0.44,3.305621536025336,14.766429136975455,20.041802136553645,47.49187180678123,338.117106539458,23.2,17.960376745696653,44.37,9.068552732,15.8,0.0,94.51702296120348
Census tract,Tract 811,17031081100,4187,6.0,7.0,1.0,0.0,89.0,130.0,0.0,110.0,11.0,3.0,14.0,9.0,20.0,18.31,12.483829236739972,2999.0,78.0,16.5,4.0,1.6599999999999997,0.19,1.2337445815271757,20.60686895631877,27.887442251154976,47.58504829903402,532.2363218792931,24.6,6.485812285625195,25.41,9.063220765,13.6,0.0,93.99799933311104
Census tract,Tract 812.01,17031081201,5080,3.0,8.0,1.0,0.0,262.0,307.0,0.0,286.0,13.0,5.0,16.0,16.0,21.0,17.24,20.896032831737347,2881.0,78.0,15.829999999999998,5.0,0.83,0.3,1.1801457827143351,42.69350919819507,9.206541490006057,26.953361599030888,661.4442171480118,21.7,23.111822791566585,14.92,9.053596448087427,9.2,0.0,97.32731690385285
Census tract,Tract 812.02,17031081202,3357,6.0,3.0,0.0,0.0,51.0,75.0,0.0,64.0,5.0,0.0,10.0,8.0,11.0,7.920000000000001,27.072463768115934,2038.0,78.0,13.38,0.0,1.05,0.0,0.5397448478900884,76.44749754661433,10.0,30.625000000000004,1531.0853279547216,26.5,16.850265197878418,17.7,9.025450546,5.3,0.0,98.5279685966634
Census tract,Tract 813,17031081300,5540,7.0,3.0,1.0,0.0,186.0,225.0,0.0,201.0,8.0,9.0,12.0,5.0,24.0,19.86,27.12328767123288,3783.0,78.0,13.97,6.0,1.0,0.5,1.6917790113666402,61.16838487972509,19.060585432266848,26.140231449965963,1870.1812138397115,26.2,12.084592145015106,42.6,9.055989617,9.7,0.0,96.82791435368756
Census tract,Tract 814.01,17031081401,2508,17.0,3.0,5.0,1.0,173.0,310.0,0.0,202.0,11.0,79.0,26.0,9.0,108.0,39.5,21.546170365068004,1452.0,78.0,14.0,6.0,3.4100000000000006,0.89,1.1707988980716253,45.38567493112948,32.78688524590164,48.0453972257251,3102.904304167464,25.2,20.17592083562397,35.52,9.063761202185788,10.6,0.0,98.07162534435264
Census tract,Tract 814.02,17031081402,7052,7.0,4.0,0.0,0.0,135.0,165.0,0.0,152.0,4.0,2.0,13.0,6.0,13.0,23.42,31.022197862428065,3462.0,66.0,16.22,7.0,0.92,0.36000000000000004,2.7440785673021373,36.626227614095896,22.470373746581583,38.65086599817685,2947.381091639535,26.6,20.30386740331492,28.7,9.050316393,11.0,0.0,99.01790872328137
Census tract,Tract 814.03,17031081403,9843,28.0,11.0,8.0,0.0,455.0,568.0,0.0,520.0,15.0,5.0,54.0,15.0,48.0,13.01,18.21593533487298,6371.0,78.0,17.06,20.0,1.17,0.53,4.975671009260712,19.38471197614189,19.411993769470403,40.82943925233645,1931.007656936808,21.2,15.008004268943436,15.68,9.055529235,,0.0,100.0
